Length_km,Imax_Analytical,Imax_OpenDSS,Error_pct
20,183.658058030754,176.708110161142,3.93301012798681
40,120.471872581111,119.739014447955,0.612046237840259
60,88.9068968833621,89.7271493365599,0.914163059077125
80,70.2931711621484,71.5150708582533,1.70859048511157
100,58.078560303552,59.354115892341,2.14906004345634
120,49.4639504716795,50.6755126878893,2.39082379624237
180,34.2113574483212,35.0885930898434,2.50005931920947
240,26.1415464480765,26.7057166429784,2.11254467515028
